,book_index,authors,original_title,image_url,average_rating,genre,tags
1449,1449,J.R. Ward,"Lover Enshrined, part two",https://images.gr-assets.com/books/1321039998l/5098079.jpg,4.38,"paranormal, romance","paranormal, romance J.R. Ward Lover Enshrined, part two"
1450,1450,Dan Simmons,The Fall of Hyperion,https://images.gr-assets.com/books/1429215870l/77565.jpg,4.18,"fiction, fantasy","fiction, fantasy Dan Simmons The Fall of Hyperion"
1451,1451,James Ellroy,The Black Dahlia,https://images.gr-assets.com/books/1387048173l/21704.jpg,3.75,"mystery, crime","mystery, crime James Ellroy The Black Dahlia"
1452,1452,"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There",https://images.gr-assets.com/books/1359299332l/83346.jpg,4.06,"classics, fantasy","classics, fantasy Lewis Carroll, John Tenniel, Peter Glassman Through the Looking-Glass, and What Alice Found There"
1453,1453,Jung Chang,Wild Swans: Three Daughters of China,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710l/1848._SY475_.jpg,4.23,"biography, nonfiction","biography, nonfiction Jung Chang Wild Swans: Three Daughters of China"
1454,1454,P.D. Eastman,"Go, Dog. Go!",https://images.gr-assets.com/books/1333578440l/460548.jpg,4.08,"fiction, classics","fiction, classics P.D. Eastman Go, Dog. Go!"
1455,1455,Stephen King,Finders Keepers,https://images.gr-assets.com/books/1468705421l/22453035.jpg,4.03,"fiction, horror","fiction, horror Stephen King Finders Keepers"
1456,1456,"Guillermo del Toro, Chuck Hogan",The Strain,https://images.gr-assets.com/books/1326225354l/6065215.jpg,3.77,"horror, suspense","horror, suspense Guillermo del Toro, Chuck Hogan The Strain"
1457,1457,"Emily Dickinson, Thomas H. Johnson",The Complete Poems of Emily Dickinson,https://images.gr-assets.com/books/1498347611l/112204.jpg,4.21,"classics, poetry","classics, poetry Emily Dickinson, Thomas H. Johnson The Complete Poems of Emily Dickinson"
1458,1458,Fred Gipson,Old Yeller,https://images.gr-assets.com/books/1327940112l/130580.jpg,4.06,"classics, fiction","classics, fiction Fred Gipson Old Yeller"
1459,1459,Steve Martin,Born Standing Up: A Comic's Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348034328l/773858.jpg,3.87,"biography, memoir","biography, memoir Steve Martin Born Standing Up: A Comic's Life"
1460,1460,Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440869881l/87640._SX318_.jpg,4.01,"nonfiction, art","nonfiction, art Frank Warren PostSecret: Extraordinary Confessions from Ordinary Lives"
1461,1461,George R.R. Martin,A Storm of Swords: Part 2 Blood and Gold,https://images.gr-assets.com/books/1354567206l/147915.jpg,4.56,"fantasy, fiction","fantasy, fiction George R.R. Martin A Storm of Swords: Part 2 Blood and Gold"
1462,1462,"Mary Norton, Beth Krush, Joe Krush",The Borrowers Afield,https://images.gr-assets.com/books/1308945559l/348573.jpg,4.02,"fantasy, classics","fantasy, classics Mary Norton, Beth Krush, Joe Krush The Borrowers Afield"
1463,1463,Stephen King,Hearts in Atlantis,https://images.gr-assets.com/books/1374048926l/11602.jpg,3.8,"horror, fiction","horror, fiction Stephen King Hearts in Atlantis"
1464,1464,"Haruki Murakami, Alfred Birnbaum",羊をめぐる冒険 [Hitsujiwomegurubōken],https://images.gr-assets.com/books/1327908774l/11298.jpg,3.94,"fantasy, contemporary","fantasy, contemporary Haruki Murakami, Alfred Birnbaum 羊をめぐる冒険 [Hitsujiwomegurubōken]"
1465,1465,Philippa Gregory,The Queen's Fool,https://images.gr-assets.com/books/1399204116l/252499.jpg,3.83,"fiction, romance","fiction, romance Philippa Gregory The Queen's Fool"
1466,1466,Laini Taylor,Days of Blood & Starlight,https://images.gr-assets.com/books/1461353798l/12812550.jpg,4.21,"fantasy, romance","fantasy, romance Laini Taylor Days of Blood & Starlight"
1467,1467,Tom Robbins,Jitterbug Perfume,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607752l/8682.jpg,4.24,"fiction, contemporary","fiction, contemporary Tom Robbins Jitterbug Perfume"
1468,1468,John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)",https://images.gr-assets.com/books/1294443954l/144350.jpg,4.32,"fiction, fantasy","fiction, fantasy John Flanagan The Battle for Skandia (Ranger's Apprentice, #4)"
1469,1469,Alexandra Bracken,The Darkest Minds,https://images.gr-assets.com/books/1343178841l/10576365.jpg,4.26,"fantasy, romance","fantasy, romance Alexandra Bracken The Darkest Minds"
1470,1470,"Paulo Coelho, Margaret Jull Costa",O Zahir,https://images.gr-assets.com/books/1493044059l/1427.jpg,3.56,"fiction, philosophy","fiction, philosophy Paulo Coelho, Margaret Jull Costa O Zahir"
1471,1471,Norman Vincent Peale,The Power of Positive Thinking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587724137l/1134122._SY475_.jpg,4.08,"psychology, business","psychology, business Norman Vincent Peale The Power of Positive Thinking"
1472,1472,Ruth Ware,"In a Dark, Dark Wood ",https://images.gr-assets.com/books/1429521615l/23346377.jpg,3.65,"mystery, fiction","mystery, fiction Ruth Ware In a Dark, Dark Wood "
1473,1473,"Edith Wharton, Nina Bawden",The House of Mirth,https://images.gr-assets.com/books/1328729186l/17728.jpg,3.94,"classics, fiction","classics, fiction Edith Wharton, Nina Bawden The House of Mirth"
1474,1474,"Hiro Mashima, William Flanagan",Fairy Tail 1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389303619l/2454986.jpg,4.4,"manga, fantasy","manga, fantasy Hiro Mashima, William Flanagan Fairy Tail 1"
1475,1475,"Patrick Rothfuss, Nate  Taylor",The Slow Regard of Silent Things,https://images.gr-assets.com/books/1398466695l/21535271.jpg,3.92,"fantasy, fiction","fantasy, fiction Patrick Rothfuss, Nate  Taylor The Slow Regard of Silent Things"
1476,1476,Solomon Northup,Twelve Years a Slave,https://images.gr-assets.com/books/1378793462l/18478222.jpg,4.15,"history, biography","history, biography Solomon Northup Twelve Years a Slave"
1477,1477,J.R. Ward,"Lover Avenged, part one",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391511285l/7046495.jpg,4.41,"romance, fantasy","romance, fantasy J.R. Ward Lover Avenged, part one"
1478,1478,Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex,https://images.gr-assets.com/books/1335902168l/17780.jpg,4.16,"history, nonfiction","history, nonfiction Nathaniel Philbrick In the Heart of the Sea: The Tragedy of the Whaleship Essex"
1479,1479,Ayaan Hirsi Ali,Infidel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256729l/81227.jpg,4.2,"memoir, biography","memoir, biography Ayaan Hirsi Ali Infidel"
1480,1480,Nassim Nicholas Taleb,The Black Swan: The Impact of the Highly Improbable,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925471l/242472.jpg,3.88,"business, philosophy","business, philosophy Nassim Nicholas Taleb The Black Swan: The Impact of the Highly Improbable"
1481,1481,Justin Cronin,The Twelve,https://images.gr-assets.com/books/1331230956l/13281368.jpg,3.98,"horror, fiction","horror, fiction Justin Cronin The Twelve"
1482,1482,"Aleksandr Solzhenitsyn, H.T. Willetts",Один день Ивана Денисовича,https://images.gr-assets.com/books/1427731744l/17125.jpg,3.94,"fiction, classics","fiction, classics Aleksandr Solzhenitsyn, H.T. Willetts Один день Ивана Денисовича"
1483,1483,Neal Stephenson,The Diamond Age,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180931l/827.jpg,4.19,"fiction, fantasy","fiction, fantasy Neal Stephenson The Diamond Age"
1484,1484,Walter M. Miller Jr.,A Canticle for Leibowitz,https://images.gr-assets.com/books/1450516880l/164154.jpg,3.97,"fiction, classics","fiction, classics Walter M. Miller Jr. A Canticle for Leibowitz"
1485,1485,"Sophocles, J.E. Thomas",Ἀντιγόνη,https://images.gr-assets.com/books/1486701308l/7728.jpg,3.6,"classics, fiction","classics, fiction Sophocles, J.E. Thomas Ἀντιγόνη"
1486,1486,Colm Tóibín,Brooklyn,https://images.gr-assets.com/books/1489957005l/4954833.jpg,3.63,"fiction, romance","fiction, romance Colm Tóibín Brooklyn"
1487,1487,Lauren DeStefano,Wither,https://images.gr-assets.com/books/1341532430l/8525590.jpg,3.81,"romance, fantasy","romance, fantasy Lauren DeStefano Wither"
1488,1488,J.D. Vance,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,https://images.gr-assets.com/books/1463569814l/27161156.jpg,3.99,"memoir, nonfiction","memoir, nonfiction J.D. Vance Hillbilly Elegy. A Memoir of a Family and Culture in Crisis"
1489,1489,Robert Jordan,Crossroads of Twilight,https://images.gr-assets.com/books/1408325146l/113435.jpg,3.82,"fantasy, fiction","fantasy, fiction Robert Jordan Crossroads of Twilight"
1490,1490,Stephen Crane,The Red Badge of Courage,https://images.gr-assets.com/books/1327936136l/35220.jpg,3.21,"classics, fiction","classics, fiction Stephen Crane The Red Badge of Courage"
1491,1491,Randall Munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://images.gr-assets.com/books/1451351509l/21413662.jpg,4.17,"science, nonfiction","science, nonfiction Randall Munroe What If?: Serious Scientific Answers to Absurd Hypothetical Questions"
1492,1492,Steven Erikson,Gardens of the Moon,https://images.gr-assets.com/books/1355144064l/55399.jpg,3.85,"fantasy, fiction","fantasy, fiction Steven Erikson Gardens of the Moon"
1493,1493,Paulo Coelho,A Bruxa de Portobello,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178654373l/816720._SY475_.jpg,3.51,"fiction, philosophy","fiction, philosophy Paulo Coelho A Bruxa de Portobello"
1494,1494,Madeleine L'Engle,A Swiftly Tilting Planet,https://images.gr-assets.com/books/1327465278l/77276.jpg,4.13,"fantasy, fiction","fantasy, fiction Madeleine L'Engle A Swiftly Tilting Planet"
1495,1495,Suzanne Collins,Gregor the Overlander,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387742259l/262430.jpg,3.99,"fantasy, fiction","fantasy, fiction Suzanne Collins Gregor the Overlander"
1496,1496,Jodi Picoult,Sing You Home,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347775953l/8554005.jpg,3.76,"fiction, romance","fiction, romance Jodi Picoult Sing You Home"
1497,1497,Anne Rice,The Tale of the Body Thief,https://images.gr-assets.com/books/1361577271l/31336.jpg,3.7,"fantasy, fiction","fantasy, fiction Anne Rice The Tale of the Body Thief"
1498,1498,David Baldacci,The Camel Club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166671032l/15158.jpg,4.02,"fiction, thriller","fiction, thriller David Baldacci The Camel Club"
1499,1499,James Patterson,Saving The World and Other Extreme Sports,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442335715l/33676._SY475_.jpg,4.16,"fantasy, fiction","fantasy, fiction James Patterson Saving The World and Other Extreme Sports"
1500,1500,Terry Goodkind,Blood of the Fold,https://images.gr-assets.com/books/1443563626l/43892.jpg,3.98,"fantasy, fiction","fantasy, fiction Terry Goodkind Blood of the Fold"
1501,1501,Philippa Gregory,The Boleyn Inheritance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409318443l/16180.jpg,3.84,"history, ebooks","history, ebooks Philippa Gregory The Boleyn Inheritance"
1502,1502,Anne Tyler,A Spool of Blue Thread,https://images.gr-assets.com/books/1451435883l/22501028.jpg,3.4,"fiction, contemporary","fiction, contemporary Anne Tyler A Spool of Blue Thread"
1503,1503,Colson Whitehead,The Underground Railroad,https://images.gr-assets.com/books/1493178362l/30555488.jpg,4.04,"fiction, history","fiction, history Colson Whitehead The Underground Railroad"
1504,1504,Melissa de la Cruz,Masquerade,https://images.gr-assets.com/books/1322287499l/106085.jpg,3.91,"fantasy, paranormal","fantasy, paranormal Melissa de la Cruz Masquerade"
1505,1505,Julie Kagawa,The Iron Queen,https://images.gr-assets.com/books/1321070331l/8685612.jpg,4.24,"fantasy, romance","fantasy, romance Julie Kagawa The Iron Queen"
1506,1506,Cora Carmack,Losing It,https://images.gr-assets.com/books/1348459319l/16034964.jpg,3.77,"contemporary, romance","contemporary, romance Cora Carmack Losing It"
1507,1507,John Grisham,The Racketeer,https://images.gr-assets.com/books/1344371438l/13573236.jpg,3.79,"fiction, mystery","fiction, mystery John Grisham The Racketeer"
1508,1508,J.M. Coetzee,Disgrace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385161943l/6192.jpg,3.83,"fiction, contemporary","fiction, contemporary J.M. Coetzee Disgrace"
1509,1509,"A.A. Milne, Ernest H. Shepard",The House at Pooh Corner,https://images.gr-assets.com/books/1348195621l/776407.jpg,4.36,"fiction, classics","fiction, classics A.A. Milne, Ernest H. Shepard The House at Pooh Corner"
1510,1510,Brent Weeks,The Black Prism,https://images.gr-assets.com/books/1327921884l/7165300.jpg,4.24,"fantasy, fiction","fantasy, fiction Brent Weeks The Black Prism"
1511,1511,Sue Monk Kidd,The Mermaid Chair,https://images.gr-assets.com/books/1388259308l/6976.jpg,3.1,"fiction, romance","fiction, romance Sue Monk Kidd The Mermaid Chair"
1512,1512,Arnold Lobel,Frog and Toad Are Friends,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179033l/537296.jpg,4.18,"fiction, classics","fiction, classics Arnold Lobel Frog and Toad Are Friends"
1513,1513,"Lemony Snicket, Brett Helquist",The Carnivorous Carnival,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518209848l/324277._SX318_.jpg,3.97,"fiction, fantasy","fiction, fantasy Lemony Snicket, Brett Helquist The Carnivorous Carnival"
1514,1514,Ally Carter,Heist Society,https://images.gr-assets.com/books/1359254479l/6574102.jpg,3.91,"mystery, contemporary","mystery, contemporary Ally Carter Heist Society"
1515,1515,B.A. Paris,Behind Closed Doors,https://images.gr-assets.com/books/1458854462l/29437949.jpg,3.93,"thriller, fiction","thriller, fiction B.A. Paris Behind Closed Doors"
1516,1516,Michael Shaara,The Killer Angels,https://images.gr-assets.com/books/1355371689l/682804.jpg,4.3,"fiction, history","fiction, history Michael Shaara The Killer Angels"
1517,1517,Laurell K. Hamilton,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183340l/30274.jpg,4.16,"paranormal, fantasy","paranormal, fantasy Laurell K. Hamilton Circus of the Damned (Anita Blake, Vampire Hunter, #3)"
1518,1518,Jonathan Stroud,Ptolemy's Gate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528705796l/59264.jpg,4.24,"fantasy, fiction","fantasy, fiction Jonathan Stroud Ptolemy's Gate"
1519,1519,H.G. Wells,The Island of Dr. Moreau,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388230211l/29981.jpg,3.72,"horror, classics","horror, classics H.G. Wells The Island of Dr. Moreau"
1520,1520,Jennifer L. Armentrout,Opal,https://images.gr-assets.com/books/1348200300l/13362536.jpg,4.34,"paranormal, romance","paranormal, romance Jennifer L. Armentrout Opal"
1521,1521,Dave Eggers,Zeitoun,https://images.gr-assets.com/books/1296580156l/6512154.jpg,4.08,"nonfiction, biography","nonfiction, biography Dave Eggers Zeitoun"
1522,1522,Sharon M. Draper,Out of My Mind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347602096l/6609765.jpg,4.37,"fiction, contemporary","fiction, contemporary Sharon M. Draper Out of My Mind"
1523,1523,Lauren Kate,Rapture,https://images.gr-assets.com/books/1362339818l/12716010.jpg,4.03,"paranormal, fantasy","paranormal, fantasy Lauren Kate Rapture"
1524,1524,Amanda Hocking,Switched,https://images.gr-assets.com/books/1288828865l/8564935.jpg,3.89,"fantasy, paranormal","fantasy, paranormal Amanda Hocking Switched"
1525,1525,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Доктор Живаго,https://images.gr-assets.com/books/1385508725l/130440.jpg,4.03,"romance, classics","romance, classics Boris Pasternak, Max Hayward, Manya Harari, John Bayley Доктор Живаго"
1526,1526,Blake Crouch,Pines,https://images.gr-assets.com/books/1350740525l/15034320.jpg,3.88,"thriller, mystery","thriller, mystery Blake Crouch Pines"
1527,1527,Michael Crichton,Disclosure,https://images.gr-assets.com/books/1398678136l/7675.jpg,3.76,"fiction, thriller","fiction, thriller Michael Crichton Disclosure"
1528,1528,P.D. James,Death Comes to Pemberley,https://images.gr-assets.com/books/1318936579l/12875355.jpg,3.21,"mystery, fiction","mystery, fiction P.D. James Death Comes to Pemberley"
1529,1529,Edith Wharton,Ethan Frome,https://images.gr-assets.com/books/1389822254l/5246.jpg,3.35,"classics, fiction","classics, fiction Edith Wharton Ethan Frome"
1530,1530,"Jane Hamilton, Frank  Muller, C.J. Critt",A Map of the World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388228311l/5205.jpg,3.78,"fiction, contemporary","fiction, contemporary Jane Hamilton, Frank  Muller, C.J. Critt A Map of the World"
1531,1531,Colleen Hoover,It Ends with Us,https://images.gr-assets.com/books/1470427482l/27362503.jpg,4.44,"romance, contemporary","romance, contemporary Colleen Hoover It Ends with Us"
1532,1532,"O. Henry, Lisbeth Zwerger",The Gift of the Magi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348417439l/143534.jpg,4.07,"classics, fiction","classics, fiction O. Henry, Lisbeth Zwerger The Gift of the Magi"
1533,1533,Tom Wolfe,The Electric Kool-Aid Acid Test,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388205477l/7442.jpg,3.92,"fiction, nonfiction","fiction, nonfiction Tom Wolfe The Electric Kool-Aid Acid Test"
1534,1534,"William S. Burroughs, James Grauerholz, Barry  Miles",The Naked Lunch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407330990l/7437.jpg,3.46,"fiction, classics","fiction, classics William S. Burroughs, James Grauerholz, Barry  Miles The Naked Lunch"
1535,1535,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",The Sandman: Dream Country,https://images.gr-assets.com/books/1402485052l/25100.jpg,4.28,"comics, fantasy","comics, fantasy Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson The Sandman: Dream Country"
1536,1536,John Grisham,A Painted House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924850l/5360.jpg,3.67,"fiction, mystery","fiction, mystery John Grisham A Painted House"
1537,1537,"Ursula K. Le Guin, Lech Jęczmyk",The Left Hand of Darkness,https://images.gr-assets.com/books/1488213612l/18423.jpg,4.05,"fiction, fantasy","fiction, fantasy Ursula K. Le Guin, Lech Jęczmyk The Left Hand of Darkness"
1538,1538,"John Green, Maureen Johnson, Lauren Myracle",Let It Snow: Three Holiday Romances,https://images.gr-assets.com/books/1489409554l/3213286.jpg,3.84,"romance, contemporary","romance, contemporary John Green, Maureen Johnson, Lauren Myracle Let It Snow: Three Holiday Romances"
1539,1539,Stephen King,"Full Dark, No Stars",https://images.gr-assets.com/books/1327892855l/7912007.jpg,4.03,"horror, fiction","horror, fiction Stephen King Full Dark, No Stars"
1540,1540,Atul Gawande,Being Mortal: Medicine and What Matters in the End,https://images.gr-assets.com/books/1408324949l/20696006.jpg,4.4,"nonfiction, science","nonfiction, science Atul Gawande Being Mortal: Medicine and What Matters in the End"
1541,1541,Dean Koontz,Intensity,https://images.gr-assets.com/books/1308458213l/32439.jpg,4.04,"horror, thriller","horror, thriller Dean Koontz Intensity"
1542,1542,Chelsea Handler,Chelsea Chelsea Bang Bang,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441901414l/6472246._SY475_.jpg,3.81,"memoir, nonfiction","memoir, nonfiction Chelsea Handler Chelsea Chelsea Bang Bang"
1543,1543,"Henrik Ibsen, Michael   Meyer",Et dukkehjem,https://images.gr-assets.com/books/1427119396l/37793.jpg,3.69,"fiction, classics","fiction, classics Henrik Ibsen, Michael   Meyer Et dukkehjem"
1544,1544,James A. Michener,Hawaii,https://images.gr-assets.com/books/1415585664l/12658.jpg,4.18,"fiction, history","fiction, history James A. Michener Hawaii"
1545,1545,Richard Yates,Revolutionary Road,https://images.gr-assets.com/books/1353721885l/48328.jpg,3.89,"fiction, classics","fiction, classics Richard Yates Revolutionary Road"
1546,1546,"Rachel Cohn, David Levithan",Nick & Norah's Infinite Playlist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425188149l/25373.jpg,3.73,"romance, contemporary","romance, contemporary Rachel Cohn, David Levithan Nick & Norah's Infinite Playlist"
1547,1547,"Tom Stoppard, Henry Popkin",Rosencrantz and Guildenstern are Dead,https://images.gr-assets.com/books/1338735611l/18545.jpg,4.06,"fiction, classics","fiction, classics Tom Stoppard, Henry Popkin Rosencrantz and Guildenstern are Dead"
1548,1548,Maggie Stiefvater,Forever,https://images.gr-assets.com/books/1285771367l/9409458.jpg,3.91,"fantasy, paranormal","fantasy, paranormal Maggie Stiefvater Forever"
1549,1549,Alex Garland,The Beach,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348547768l/607639.jpg,3.91,"fiction, travel","fiction, travel Alex Garland The Beach"
1550,1550,"Beth Hoffman, Jenna Lamia",Saving CeeCee Honeycutt,https://images.gr-assets.com/books/1348364490l/6617928.jpg,3.92,fiction,"fiction Beth Hoffman, Jenna Lamia Saving CeeCee Honeycutt"
1551,1551,Charlaine Harris,Deadlocked,https://images.gr-assets.com/books/1357995380l/10407279.jpg,3.65,"fantasy, paranormal","fantasy, paranormal Charlaine Harris Deadlocked"
1552,1552,Stephen King,Everything's Eventual: 14 Dark Tales,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922876l/10579.jpg,3.94,"horror, fiction","horror, fiction Stephen King Everything's Eventual: 14 Dark Tales"
1553,1553,Beverly Cleary,Beezus and Ramona,https://images.gr-assets.com/books/1408924681l/91244.jpg,3.97,"fiction, classics","fiction, classics Beverly Cleary Beezus and Ramona"
1554,1554,Ursula K. Le Guin,The Farthest Shore,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200537l/13667.jpg,4.11,"fantasy, fiction","fantasy, fiction Ursula K. Le Guin The Farthest Shore"
1555,1555,Michael Crichton,Airframe,https://images.gr-assets.com/books/1405420599l/7667.jpg,3.66,"fiction, thriller","fiction, thriller Michael Crichton Airframe"
1556,1556,Raymond E. Feist,Magician,https://images.gr-assets.com/books/1408317983l/13812.jpg,4.17,"fantasy, fiction","fantasy, fiction Raymond E. Feist Magician"
1557,1557,Jennifer Crusie,Bet Me,https://images.gr-assets.com/books/1316129534l/854757.jpg,3.95,"romance, contemporary","romance, contemporary Jennifer Crusie Bet Me"
1558,1558,Nelson Mandela,Long Walk to Freedom: The Autobiography of Nelson Mandela,https://images.gr-assets.com/books/1327997342l/318431.jpg,4.31,"history, nonfiction","history, nonfiction Nelson Mandela Long Walk to Freedom: The Autobiography of Nelson Mandela"
1559,1559,John Grisham,Gray Mountain,https://images.gr-assets.com/books/1403704671l/20707959.jpg,3.52,"fiction, mystery","fiction, mystery John Grisham Gray Mountain"
1560,1560,Bryce Courtenay,The Power of One,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360l/122.jpg,4.34,"fiction, classics","fiction, classics Bryce Courtenay The Power of One"
1561,1561,Dashiell Hammett,The Maltese Falcon,https://images.gr-assets.com/books/1306421260l/29999.jpg,3.92,"mystery, fiction","mystery, fiction Dashiell Hammett The Maltese Falcon"
1562,1562,Kristin Hannah,Night Road,https://images.gr-assets.com/books/1282369257l/8949352.jpg,4.17,"fiction, romance","fiction, romance Kristin Hannah Night Road"
1563,1563,Lee Child,Tripwire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388251144l/220970.jpg,4.07,"thriller, fiction","thriller, fiction Lee Child Tripwire"
1564,1564,Daniel Goleman,Emotional Intelligence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185411l/26329.jpg,3.98,"business, nonfiction","business, nonfiction Daniel Goleman Emotional Intelligence"
1565,1565,Jim Butcher,Changes,https://images.gr-assets.com/books/1304027244l/6585201.jpg,4.54,"fantasy, fiction","fantasy, fiction Jim Butcher Changes"
1566,1566,"Munro Leaf, Robert Lawson",The Story of Ferdinand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133512l/773951.jpg,4.35,"classics, fiction","classics, fiction Munro Leaf, Robert Lawson The Story of Ferdinand"
1567,1567,Ellen Hopkins,Impulse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427002059l/270805.jpg,4.29,"poetry, fiction","poetry, fiction Ellen Hopkins Impulse"
1568,1568,Walter Scott,Ivanhoe,https://images.gr-assets.com/books/1405336818l/6440.jpg,3.75,"classics, fiction","classics, fiction Walter Scott Ivanhoe"
1569,1569,Janet Evanovich,Ten Big Ones,https://images.gr-assets.com/books/1171076278l/86663.jpg,4.13,"mystery, fiction","mystery, fiction Janet Evanovich Ten Big Ones"
1570,1570,Michael Connelly,The Poet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442855718l/32506._SY475_.jpg,4.19,"mystery, crime","mystery, crime Michael Connelly The Poet"
1571,1571,Kiersten White,Paranormalcy,https://images.gr-assets.com/books/1496938681l/7719245.jpg,3.91,"paranormal, fantasy","paranormal, fantasy Kiersten White Paranormalcy"
1572,1572,Mark Cotta Vaz,Eclipse: The Official Illustrated Movie Companion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369092l/7351574._SX318_.jpg,4.44,"fantasy, romance","fantasy, romance Mark Cotta Vaz Eclipse: The Official Illustrated Movie Companion"
1573,1573,Adriana Trigiani,The Shoemaker's Wife,https://images.gr-assets.com/books/1329256279l/13127599.jpg,3.98,"fiction, romance","fiction, romance Adriana Trigiani The Shoemaker's Wife"
1574,1574,Brandon Mull,Rise of the Evening Star,https://images.gr-assets.com/books/1386633982l/784911.jpg,4.16,"fantasy, fiction","fantasy, fiction Brandon Mull Rise of the Evening Star"
1575,1575,"Nora Roberts, MacLeod Andrews",The Next Always,https://images.gr-assets.com/books/1491591796l/10305231.jpg,4.11,"romance, fiction","romance, fiction Nora Roberts, MacLeod Andrews The Next Always"
1576,1576,"Haruki Murakami, Philip Gabriel",走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],https://images.gr-assets.com/books/1473397159l/2195464.jpg,3.79,"memoir, nonfiction","memoir, nonfiction Haruki Murakami, Philip Gabriel 走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto]"
1577,1577,Jenny Han,We'll Always Have Summer,https://images.gr-assets.com/books/1327054226l/8680278.jpg,4.17,"romance, contemporary","romance, contemporary Jenny Han We'll Always Have Summer"
1578,1578,"Andre Agassi, J.R. Moehringer",Open: An Autobiography,https://images.gr-assets.com/books/1320520930l/6480781.jpg,4.18,"memoir, biography","memoir, biography Andre Agassi, J.R. Moehringer Open: An Autobiography"
1579,1579,Anthony Horowitz,Alex Rider: Stormbreaker,https://images.gr-assets.com/books/1288354739l/136782.jpg,3.97,"mystery, fiction","mystery, fiction Anthony Horowitz Alex Rider: Stormbreaker"
1580,1580,"Lee Child, Dick Hill",Without Fail ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328000911l/21745.jpg,4.16,"thriller, fiction","thriller, fiction Lee Child, Dick Hill Without Fail "
1581,1581,"Francine Rivers, Richard Ferrone",A Voice in the Wind,https://images.gr-assets.com/books/1459567327l/95617.jpg,4.6,"christian, fiction","christian, fiction Francine Rivers, Richard Ferrone A Voice in the Wind"
